,Statement,Answer,Label,Type
301,"['</s><s>I think a no-fly zone could save lives and could hasten the end of the conflict. I want to respond to what Donald said about refugees. I am not going to let anyone into this country who is not vetted, who we do not have confidence in. That does not solve our internal challenges with ISIS.</s>']","[""</s><s>It's so ridiculous what she -- she will defeat ISIS. We should have never let ISIS happen in the first place. They're in 32 countries. And right now, they're in32 countries. They should be in one place, not 32, and they should be out of 32.</s>""]",1.0,summary
302,"According to the nonpartisan Committee for a Responsible Federal Budget, neither of your economic plans will reduce the growing $19 trillion gross national debt. In fact, your plans would add even more to it. Both of you were governors who balanced state budgets. Are you concerned that adding more to the debt could be disastrous for the country. Governor Pence?","But I think he's a very fitting running mate for Hillary Clinton, because in the wake of a season where American families are struggling in this economy under the weight of higher taxes and Obamacare and the war on coal and the stifling avalanche of regulation coming out of this administration, Hillary Clinton and Tim Kaine want more of the same. It really is remarkable that they actually are advocating a trillion dollars in tax increases, which I get that. You tried to raise taxes here in Virginia and were unsuccessful. But a trillion dollars in tax increases, more regulation, more of the same war on coal, and more of Obamacare that now even former President Bill Clinton calls Obamacare a crazy plan. But Hillary Clinton and Tim Kaine want to build on Obamacare. They want to expand it into a single-payer program. And for all the world, Hillary Clinton just thinks Obamacare is a good start. Look, Donald Trump and I have a plan to get this economy moving again just the way that it worked in the 1980s, just the way it worked in the 1960s, and that is by lowering taxes across the board for working families, small businesses and family farms, ending the war on coal that is hurting jobs and hurting this economy even here in Virginia, repealing Obamacare lock, stock, and barrel, and repealing all of the executive orders that Barack Obama has signed that are stifling economic growth in this economy. We can get America moving again. Put on top of that the kind of trade deals that'll put the American worker first, and you've got a prescription for real growth. And when you get the economy growing, Elaine, that's when you can deal with the national debt. When we get back to 3.5 percent to 4 percent growth with Donald Trump's plan will do, then we're going to have the resources to meet our nation's needs at home and abroad, and we're going to have the ability to bring down the national debt.",4.0,raw
303,"['</s><s>According to the nonpartisan Committee for a Responsible Federal Budget, neither of your economic plans will reduce the growing $19 trillion gross national debt. Both of you were governors who balanced state budgets. Are you concerned that adding more to the debt could be disastrous for the country?</s>']","[""</s><s>Donald Trump and I have a plan to get this economy moving again just the way that it worked in the 1980s. We can get America moving again. When we get back to 3.5 percent to 4 percent growth with Donald Trump's plan will do, then we're going to have the resources to meet our nation's needs at home and abroad.</s>""]",4.0,summary
304,"Well, right. As I recall, that was something I said about Abraham Lincoln after having seen the wonderful Steven Spielberg movie called ""Lincoln."" It was a master class watching President Lincoln get the Congress to approve the 13th Amendment. It was principled, and it was strategic. And I was making the point that it is hard sometimes to get the Congress to do what you want to do and you have to keep working at it. And, yes, President Lincoln was trying to convince some people, he used some arguments, convincing other people, he used other arguments. That was a great -- I thought a great display of presidential leadership. But, you know, let's talk about what's really going on here, Martha, because our intelligence community just came out and said in the last few days that the Kremlin, meaning Putin and the Russian government, are directing the attacks, the hacking on American accounts to influence our election. And WikiLeaks is part of that, as are other sites where the Russians hack information, we don't even know if it's accurate information, and then they put it out. We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election. And believe me, they're not doing it to get me elected. They're doing it to try to influence the election for Donald Trump. Now, maybe because he has praised Putin, maybe because he says he agrees with a lot of what Putin wants to do, maybe because he wants to do business in Moscow, I don't know the reasons. But we deserve answers. And we should demand that Donald release all of his tax returns so that people can see what are the entanglements and the financial relationships that he has... ","Well, I think I should respond, because -- so ridiculous. Look, now she's blaming -- she got caught in a total lie. Her papers went out to all her friends at the banks, Goldman Sachs and everybody else, and she said things -- WikiLeaks that just came out. And she lied. Now she's blaming the lie on the late, great Abraham Lincoln. That's one that I haven't... ",1.0,raw
305,"['</s><s>The GOP presidential candidate says Russia is trying to influence the election for Donald Trump. ""We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard,"" he says. ""I don\'t know the reasons. But we deserve answers,"" he adds.</s>']","['</s><s>President Obama responds to Hillary Clinton\'s ""ridiculous"" attack on Abraham Lincoln. ""She got caught in a total lie. Her papers went out to all her friends at the banks, Goldman Sachs and everybody else, and she said things -- WikiLeaks that just came out,"" Obama says.</s>']",1.0,summary
306,"I didn’t say over soon. I say we’re learning to live with it. We have no choice. We can’t lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don’t know. He’s obviously made a lot of money someplace, but he has this thing about living in a basement. People can’t do that. By the way I as the president couldn’t do that. I’d love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can’t do that. And Kirsten, every meeting I had, every meeting I had and I’d meet a lot of families, including gold star families and military families. Every meeting I had and I had to meet them, I had to. It would be horrible to have canceled everything. I said, “This is dangerous and you catch it.” And I caught it. I learned a lot. I learned a lot. Great doctors, great hospitals. And now I recovered. 99.9 of young people recover. 99% of people recover. We have to recover- 99% of people recover. We have to recover. We can’t close up our nation. We have to open our school and we can’t close up our nation, or you’re not going to have a nation.","Number one, he says that we’re learning to live with it. People are learning to die with it. You folks home will have an empty chair at the kitchen table this morning. That man or wife going to bed tonight and reaching over to try to touch, there out of habit, where their wife or husband was, is gone. Learning to live with it. Come on. We’re dying with it, because he’s never said. See, you said, “It’s dangerous.” When’s the last time? Is it really dangerous still? Are we dangerous. You tell the people it’s dangerous now. What should they do about the danger? And you say, “I take no responsibility.”",4.0,raw
307,['</s><s>I say we’re learning to live with it. We have no choice. We can’t lock ourselves up in a basement like Joe does. I’d love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears.</s>'],"['</s><s>""People are learning to die with it. We’re dying with it, because he’s never said. See, you said, “It\'s dangerous.” When’t the last time? Is it really dangerous still? Are we dangerous?""</s>']",4.0,summary
308,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he is. Because we've seen this throughout the campaign. We have seen him insult women. We've seen him rate women on their appearance, ranking them from one to ten. We've seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African- Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That's why -- to go back to your question -- I want to send a message -- we all should -- to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity.","It's just words, folks. It's just words. Those words, I've been hearing them for many years. I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed. I've heard them where Hillary is constantly talking about the inner cities of our country, which are a disaster education-wise, jobwise, safety-wise, in every way possible. I'm going to help the African-Americans. I'm going to help the Latinos, Hispanics. I am going to help the inner cities. She's done a terrible job for the African-Americans. She wants their vote, and she does nothing, and then she comes back four years later. We saw that firsthand when she was United States senator. She campaigned where the primary part of her campaign... ",1.0,raw
309,"[""</s><s>Donald Trump has said that the video doesn't represent who he is. But I think it's clear to anyone who heard it that it represents exactly who he was. We have seen this throughout the campaign. He has also targeted immigrants, African- Americans, Latinos, people with disabilities, POWs, Muslims.</s>""]","['</s><s>""She\'s done a terrible job for the African-Americans. She wants their vote, and she does nothing, and then she comes back four years later,"" he says. ""I am going to help the inner cities. It\'s just words, folks,"" he adds.</s>']",1.0,summary
310,"Senator Harris just said that climate change is an existential threat. Vice President Pence, do you believe that climate change poses an existential threat?","As I said, Susan, the climate is changing. We’ll follow the science. But once again, Senator Harris is denying the fact that they’re going to raise taxes on every American. Joe Biden said twice in the debate last week, that on day one, he was going to repeal the Trump tax cuts. Those tax cuts delivered $2,000 in tax relief to the average family of four across America. And with regard to banning fracking, I just recommend that people look at the record. You yourself said repeatedly that you would ban fracking. You were the first Senate co-sponsor of the Green New Deal. And while Joe Biden denied the green new deal, Susan, thank you for pointing out. The Green New Deal is on their campaign website. And as USA TODAY said, it’s essentially the same plan as you co-sponsored with AOC when she submitted it in the Senate. And you just heard the Senator say that she’s going to resubmit America to the Paris climate accord. Look, the American people have always cherished our environment and will continue to cherish it. We’ve made great progress reducing CO2 emissions through American innovation and the development of natural gas through fracking. We don’t need a massive $2 trillion Green New Deal that would impose all new mandates on American businesses and American families.",4.0,raw
311,"[""</s><s>Senator Harris just said that climate change is an existential threat. Vice President Pence, do you believe climate change poses anexistential threat? Do you agree with Senator Harris' assessment of climate change? Please share your thoughts in the comments section below or post a video on CNN iReport.</s>""]","['</s><s>Sen. Harris is denying the fact that they’re going to raise taxes on every American. Joe Biden said twice in the debate last week, that on day one, he was going to repeal the Trump tax cuts. And with regard to banning fracking, I just recommend that people look at the record.</s>']",4.0,summary
312,So can you -- can you say how many years you have avoided paying personal federal income taxes?,"No, but I pay tax, and I pay federal tax, too. But I have a write-off, a lot of it's depreciation, which is a wonderful charge. I love depreciation. You know, she's given it to us. Hey, if she had a problem -- for 30 years she's been doing this, Anderson. I say it all the time. She talks about health care. Why didn't she do something about it? She talks about taxes. Why didn't she do something about it? She doesn't do anything about anything other than talk. With her, it's all talk and no action.",3.0,raw
313,"[""</s><s>So can you -- can you say how many years you have avoided paying personal federal income taxes? Do you know how long you've avoided paying your federal income tax? Tell us in the comments below or email us at jennifer.smith@dailymail.co.uk.</s>""]","[""</s><s>No, but I pay tax, and I pay federal tax, too. But I have a write-off, a lot of it's depreciation, which is a wonderful charge. You know, she's given it to us. Hey, if she had a problem -- for 30 years she's been doing this, Anderson. Why didn't she do something about it?</s>""]",3.0,summary
314,"Well, look, I -- you're running with Hillary Clinton, who wants to raise taxes by $1 trillion, increase spending by $2 trillion, and you say you're going to keep the promises of Social Security. Donald Trump and I are going to cut taxes. We're going to -- we're going to -- we're going to...",You're not going to cut taxes. You're going to raise taxes on the middle class.,3.0,raw
315,"['</s><s>Donald Trump: Hillary Clinton wants to raise taxes by $1 trillion, increase spending by $2 trillion. ""Donald Trump and I are going to cut taxes,"" he says. ""We\'re going to -- we\'re going -- we\'s going to... we\'regoing to...</s>']","['</s><s><s><s>You\'re not going to cut taxes. You\'re going to raise taxes on the middle class. That\'s what\'s going to happen, says President Obama. He says he will raise taxes to pay for a tax cut for the rich. Obama: ""I\'m going to make sure that we don\'t raise taxes for the poor and middle class""</s>']",3.0,summary
316,"Well, that's because he'd rather have a puppet as president of the United States. ",No puppet. No puppet.,3.0,raw
317,"[""</s><s><s><s>Well, that's because he'd rather have a puppet as president of the United States. He'd rather be a puppet than a president. He would rather be president of a puppet, he says, than a real president. That's why he wants a puppet president.</s>""]","['</s><s>No puppet. No puppets. No puppet. no puppet. NO PUPPY. No Puppet. No Puppy. No Puppy. no Puppies. NoPuppy, NoPuppet, No Puppet, noPuppies, noPPP,noPuppet. NoPPP. NoMPP, noMPP.</s>']",3.0,summary
318,"You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent. NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country. And now you want to approve Trans-Pacific Partnership. You were totally in favor of it. Then you heard what I was saying, how bad it is, and you said, I can't win that debate. But you know that if you did win, you would approve that, and that will be almost as bad as NAFTA. Nothing will ever top NAFTA.","Well, that is just not accurate. I was against it once it was finally negotiated and the terms were laid out. I wrote about that in...",3.0,raw
319,"['</s><s>You go to New England, you go to Ohio, Pennsylvania, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent. NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country. And now you want to approve Trans-Pacific Partnership.</s>']","[""</s><s><s>Well, that is just not accurate. I was against it once it was finally negotiated and the terms were laid out. I wrote about that in a previous article. It was a very difficult time for me, and I was not happy about it at all. But I'm glad that we got it done.</s>""]",3.0,summary
320,"Are you not worried about the disease issues, sir?","Well, so far we have had no problem whatsoever. It’s outside. That’s a big difference according to the experts. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace.",4.0,raw
321,"[""</s><s><s><s>Are you not worried about the disease issues, sir? I'm not worried. I'm a doctor. I've been through this before. I know what I'm doing. I'll be fine. I don't think I'm in any danger. I just have to be careful.</s>""]","[""</s><s>Well, so far we have had no problem whatsoever. It's outside. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace. That’s a big difference according to the experts.</s>""]",4.0,summary
322,"Mr. Vice President, if Senate Republicans, we were talking originally about the Supreme Court here, if Senate Republicans go ahead and confirm Justice Barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. You call this a distraction by the President. But, in fact, it wasn’t brought up by the President. It was brought up by some of your Democratic colleagues in the Congress. So my question to you is, you have refused in the past to talk about it, are you willing to tell the American tonight whether or not you will support either ending the filibuster or packing the court?","Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know strongly how you feel.",3.0,raw
323,"['</s><s>Mr. Vice President, if Senate Republicans go ahead and confirm Justice Barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. So my question to you is, you have refused in the past to talk about it, are you willing to tell the American tonight whether or not you will support either ending the filibusters or packing the Court?</s>']","['</s><s>Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know strongly how you feel. That’s what should happen.</s>']",3.0,summary
324,"Elaine -- Elaine, people shouldn't be afraid to bring up issues of bias in law enforcement. And if you're afraid to have...",I'm not afraid to bring that up.,3.0,raw
325,"[""</s><s>Elaine: People shouldn't be afraid to bring up issues of bias in law enforcement. Elaine: And if you're afraid to have... Elaine: If you're scared to have a conversation, you're not having a conversation at all. If you want to talk about bias, talk about it.</s>""]","[""</s><s>I'm not afraid to bring that up. It's a part of who I am, and I'm proud of it. I'm also proud of being a woman. I've always been proud of my womanhood. I don't want to change that. I want to continue to be a woman in this world.</s>""]",3.0,summary
326,"All right. I want to turn to our next segment now, immigration. Your running mates have both said that undocumented immigrants who have committed violent crimes should be deported. What would you tell the millions of undocumented immigrants who have not committed violent crimes? Governor Pence?","Donald Trump's laid out a plan to end illegal immigration once and for all in this country. We've been talking it to death for 20 years. Hillary Clinton and Tim Kaine want to continue the policies of open borders, amnesty, catch and release, sanctuary cities, all the things that are driving -- that are driving wages down in this country, Senator, and also too often with criminal aliens in the country, it's bringing heartbreak. But I -- Donald Trump has a plan that he laid out in Arizona, that will deal systemically with illegal immigration, beginning with border security, internal enforcement. It's probably why for the first time in the history of Immigration and Customs Enforcement their union actually endorsed Donald Trump as the next president of the United States, because they know they need help to enforce the laws of this country. And Donald Trump has laid out a priority to remove criminal aliens, remove people that have overstayed their visas. And -- and once we have accomplished all of that, which will -- which will strengthen our economy, strengthen the rule of law in the country and make our communities safer once the criminal aliens are out, then we'll deal with those that remain. But I have to tell you, I just -- I was listening to the avalanche of insults coming out of Senator Kaine a minute ago.",3.0,raw
327,"['</s><s>Pence and his running mates have both said that undocumented immigrants who have committed violent crimes should be deported. What would you tell the millions of undocumented immigrant who have not committed violent crime? Governor Pence, tell us what you would tell those who are already in the U.S.</s>']","[""</s><s>Donald Trump's laid out a plan to end illegal immigration once and for all in this country. Hillary Clinton and Tim Kaine want to continue the policies of open borders, amnesty, catch and release, sanctuary cities. It's probably why for the first time in the history of Immigration and Customs Enforcement their union actually endorsed Donald Trump.</s>""]",3.0,summary
328,"The catch and release, you know what he’s talking about there? If in fact you had a family came across and they were arrested, they in fact were given a date to show up for their hearing. They were released. And guess what? They showed up for a hearing. And this is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country. That’s never happened before in America. That’s never happened before in America. You come to the United States and you make your case that, “I seek asylum based on the following premise, why I deserve it under American law.” They’re sitting in squalor on the other side of the river.","So important. It just shows that he has no understanding of immigration, of the laws. Catch and release is a disaster. A murderer would come in. A rapist would come in. A very bad person would come in. We would take their name. We have to release them into our country. And then you say they come back. Less than 1% of the people come back. We have to send ICE out and Border Patrol out to find them. We would say, “Come back in two years, three years. We’re going to give you a court case. You did Perry Mason. We’re going to give you a court case.” When you say they come back, they don’t come back, Joe. They never come back. Only the really… I hate to say this, but those with the lowest IQ, they might come back, but there are very, very few.",4.0,raw
329,"['</s><s>The catch and release, you know what he’s talking about there? If in fact you had a family came across and they were arrested, they in fact were given a date to show up for their hearing. They were released. And guess what? They showed up for a hearing. And this is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country.</s>']","['</s><s>So important. It just shows that he has no understanding of immigration, of the laws. Catch and release is a disaster. Less than 1% of the people come back. Only the really… I hate to say this, but those with the lowest IQ, they might come back, but there are very, very few.</s>']",4.0,summary
330,"Look, perhaps just to finish this, I was kidding on that, but just to finish this, when I closed he said I shouldn’t have closed. And that went on for months. Nancy Pelosi said the same thing. She was dancing on the streets in Chinatown, in San Francisco. But when I closed, he said, “This is a terrible thing, you xenophobic.” I think he called me racist even, because I was closing it to China. Now he says I should have closed it earlier. Joe, it doesn’t.",I didn’t say either of those things.,3.0,raw
331,"['</s><s>When I closed he said I shouldn’t have closed. And that went on for months. Nancy Pelosi said the same thing. She was dancing on the streets in Chinatown, in San Francisco. But when I closed, he said, “This is a terrible thing, you xenophobic” I think he called me racist even, because I was closing it to China.</s>']","[""</s><s><s>I didn’t say either of those things. I didn't say any of that. I just said that I’m not going to say what I want to say. And I don’d like to be called a racist or a sexist or any of the other things.</s>""]",3.0,summary
332,"Gentleman, I'd like to shift now to the threat of terrorism. Do you think the world today is a safer or more dangerous place than it was eight years ago? Has the terrorist threat increased or decreased? Senator Kaine?","The terrorist threat has decreased in some ways, because bin Laden is dead. The terrorist threat has decreased in some ways because an Iranian nuclear weapons program has been stopped. The terrorist threat to United States troops has been decreased in some ways because there's not 175,000 in a dangerous part of the world. There's only 15,000. But there are other parts of the world that are challenging. Let me tell you this: To beat terrorism, there's only one candidate who can do it, and it's Hillary Clinton. Remember, Hillary Clinton was the senator from New York on 9/11. She was there at the World Trade Center when they were still searching for victims and survivors. That's seared onto her, the need to beat terrorism. And she's got a plan to do it. She was part of the national security team that wiped out bin Laden. Here's her plan to defeat ISIL. First, we've got to keep taking out their leaders on the battlefield. She was part of the team that got bin Laden, and she'll lead the team that will get Abu Bakr al-Baghdadi, the head of ISIS. Second, we've got to disrupt financing networks, third, disrupt their ability to recruit on the Internet, in their safe havens. But, fourth, we also have to work with allies to share and surge intelligence. That's the Hillary Clinton plan; she's got the experience to do it. Donald Trump. Donald Trump can't start a Twitter war with Miss Universe without shooting himself in the foot. Donald Trump doesn't have a plan. He said, ""I have a secret plan,"" and then he said, ""Um, I know more than all the generals about ISIL."" And then he said, ""I'm going to call the generals to help me figure out a plan."" And finally he said, ""I'm going to fire all the generals."" He doesn't have a plan. But he does have dangerous ideas. Here's four. He trash talks the military. The military is a disaster, John McCain's no hero, the generals need all to be fired, and I know more than them. He wants to tear up alliances. NATO is obsolete, and we'll only work together with Israel if they pay ""big league."" Third, he loves dictators. He's got kind of a personal Mount Rushmore, Vladimir Putin, Kim Jong-un, Moammar Gadhafi...",6.0,raw
333,"[""</s><s>Gentleman, I'd like to shift now to the threat of terrorism. Do you think the world today is a safer or more dangerous place than it was eight years ago? Has the terrorist threat increased or decreased? Senator Kaine, do you agree with that assessment?</s>""]","[""</s><s>The terrorist threat has decreased in some ways, because bin Laden is dead. But there are other parts of the world that are challenging. To beat terrorism, there's only one candidate who can do it, and it's Hillary Clinton. Donald Trump doesn't have a plan, but he does have dangerous ideas.</s>""]",6.0,summary
334,"Mr. Trump, even conservative economists who have looked at your plan say that the numbers don't add up, that your idea, and you've talked about 25 million jobs created, 4 percent… ... growth is unrealistic. And they say -- you talk a lot about growing the energy industry. They say with oil prices as low as they are right now, that's unrealistic, as well. Your response, sir? ","So I just left some high representatives of India. They're growing at 8 percent. China is growing at 7 percent. And that for them is a catastrophically low number. We are growing -- our last report came out -- and it's right around the 1 percent level. And I think it's going down. Last week, as you know, the end of last week, they came out with an anemic jobs report. A terrible jobs report. In fact I said, is that the last jobs report before the election? Because if it is, I should win easily, it was so bad. The report was so bad. Look, our country is stagnant. We've lost our jobs. We've lost our businesses. We're not making things anymore, relatively speaking. Our product is pouring in from China, pouring in from Vietnam, pouring in from all over the world. I've visited so many communities. This has been such an incredible education for me, Chris. I've gotten to know so many -- I've developed so many friends over the last year. And they cry when they see what's happened. I pass factories that were thriving 20, 25 years ago, and because of the bill that her husband signed and she blessed 100 percent, it is just horrible what's happened to these people in these communities. Now, she can say that her husband did well, but, boy, did they suffer as NAFTA kicked in, because it didn't really kick in very much, but it kicked in after they left. Boy, did they suffer. That was one of the worst things that's ever been signed by our country. Now she wants to sign Trans-Pacific Partnership. And she wants it. She lied when she said she didn't call it the gold standard in one of the debates. She totally lied. She did call it the gold standard. And they actually fact checked, and they said I was right. I was so honored.",3.0,raw
335,"[""</s><s>Mr. Trump, even conservative economists who have looked at your plan say that the numbers don't add up, that your idea, and you've talked about 25 million jobs created, 4 percent…... growth is unrealistic. They say with oil prices as low as they are right now, that's unrealistic, as well.</s>""]","[""</s><s>Last week, as you know, they came out with an anemic jobs report. In fact I said, is that the last jobs report before the election? Because if it is, I should win easily, it was so bad. Look, our country is stagnant. We've lost our jobs. We're not making things anymore, relatively speaking.</s>""]",3.0,summary
336,"Thank you, Vice President. In March, Breonna Taylor, a 26 year old emergency room technician in Louisville was shot and killed after police officers executing a search warrant in an aquatics investigation, broke into her apartment. The police said they identified themselves. Taylor’s boyfriend said he didn’t hear them do that. He used a gun registered to him to fire a shot, which wounded an officer. The officers then fired more than 20 rounds into the apartment. They say they were acting in self-defense. None of them have been indicted in connection with her death. Senator Harris, in the case of Breonna Taylor was justice done? You have two minutes.","I don’t believe so. And I’ve talked with Breonna’s mother, Tamika Palmer and her family and her family deserves justice. She was a beautiful young woman. She had as her life goal to become a nurse and she wanted to become an EMT to first learn what’s going on out on the street so she could then become a nurse and save lives. And her life was taken justifiably and tragically and violently. And it brings me to the eight minutes and 46 seconds that America witnessed during which an American man was tortured and killed under the knee of an armed uniformed police officer. And people around our country of every race, of every age, of every gender, perfect strangers to each other, marched shoulder to shoulder, arm in arm, fighting for us to finally achieve that ideal of equal justice under law. And I was a part of those peaceful protests. And I believe strongly that first of all, we are never going to condone violence, but we always must fight for the values that we hold dear, including the fight to achieve our ideals. And that’s why Joe Biden and I have said on this subject, look, and I’m a former career prosecutor. I know what I’m talking about. Bad cops are bad for good cops. We need reform of our policing in America and our criminal justice system, which is why Joe and I will immediately ban choke holes and carotid holes. George Floyd would be alive today if we did that. We will require a national registry for police officers who break the law. We will, on the issue of criminal justice reform, get rid of private prisons and cash bail and we will decriminalize marijuana.",4.0,raw
337,"['</s><s>In March, Breonna Taylor, a 26 year old emergency room technician in Louisville was shot and killed after police officers executing a search warrant in an aquatics investigation, broke into her apartment. Taylor’s boyfriend said he didn’t hear them do that. He used a gun registered to him to fire a shot, which wounded an officer. The officers then fired more than 20 rounds into the apartment.</s>']","['</s><s>I don’t believe so. And I’ve talked with Breonna’s mother, Tamika Palmer and her family. She was a beautiful young woman. She had as her life goal to become a nurse and she wanted to become an EMT. And her life was taken justifiably and tragically and violently.</s>']",4.0,summary
338,He called the military stupid bastards.,I did not say that-,3.0,raw
339,"['</s><s><s><s>He called the military stupid bastards. He called them ""stupid bastards"" He called the U.S. military a ""sick, stupid, stupid bunch of bastards."" He said the military should be ashamed of themselves. He said: ""They\'re stupid. They\'re stupid bastions.""</s>']","[""</s><s><s>I did not say that. I did not. say that- I didn't say that at all. I said, 'I didn't mean to say that' I said 'I don't know what I was going to say. I just didn't want to say it.</s>""]",3.0,summary
340,"But, why didn’t he get it done? See, it’s all talk, no action with these politicians, why didn’t he get it? “That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done? You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.","38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency. [inaudible 00:03:38]. In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing, how they’re conducting themselves. I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.",4.0,raw
341,"[""</s><s>But, why didn’t he get it done? See, it’s all talk, no action with these politicians. “That's what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years.</s>""]","['</s><s>38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency. In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments. I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.</s>']",4.0,summary
342,"First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists. I agree with you. When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of. These are very, very good people, and they're protecting the Second Amendment. But I think we have to look very strongly at no-fly lists and watch lists. And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off. But I tend to agree with that quite strongly. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. And that's a term that I think was a -- it's -- it's been horribly met, as you know. I think you've apologized for it. But I think it was a terrible thing to say. And when it comes to stop-and-frisk, you know, you're talking about takes guns away. Well, I'm talking about taking guns away from gangs and people that use them. And I don't think -- I really don't think you disagree with me on this, if you want to know the truth. I think maybe there's a political reason why you can't say it, but I really don't believe -- in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders. Five hundred murders is a lot of murders. It's hard to believe, 500 is like supposed to be good? But we went from 2,200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop-and- frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.","Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders. So there is...",6.0,raw
343,"[""</s><s>I think we have to look very strongly at no-fly lists and watch lists. Even if they shouldn't be on there, we'll help them legally. I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth. I think you've apologized for it.</s>""]","['</s><s>Under the current mayor, crime has continued to drop, including murders, he says. ""So there is... a lot of good news to come out of New York City,"" he adds. ""There is a lot to be optimistic about,"" he says of the city\'s future.</s>']",6.0,summary
344,"But what I really like… In a second administration. But not to a level that’s going to put all these businesses out of business. It should be a state option. Look, I’ve lived- … in different places. I know different places. They’re all different. Some places, $ 15 is not so bad. In other places, other states, $15 would be ruinings.","No one should work one job, be below poverty. People are making six, seven, eight bucks an hour. These first responders we all clap for as they come down the street because they’ve allowed us to make it. What’s happening? They deserve a minimum wage of $15. Anything below that puts you below the poverty level. And there is no evidence that when you raise the minimum wage, businesses go out of business. That is simply not true.",4.0,raw
345,"['</s><s>But what I really like… In a second administration. But not to a level that’s going to put all these businesses out of business. It should be a state option. Look, I’ve lived- … in different places. They’re all different. Some places, $ 15 is not so bad. In other places, other states, $15 would be ruinings.</s>']","['</s><s>No one should work one job, be below poverty. People are making six, seven, eight bucks an hour. They deserve a minimum wage of $15. Anything below that puts you below the poverty level. There is no evidence that when you raise the minimum wage, businesses go out of business. That is simply not true.</s>']",4.0,summary
